wpm,eye_contact_percentage,filler_word_count,grade
193,86.34,27,D
143,91.7,18,C
89,99.68,30,D
51,15.37,19,D
130,86.3,11,B
61,26.6,6,D
114,59.08,7,C
104,50.58,6,C
94,1.8,5,D
150,93.28,24,D
111,7.83,8,D
98,68.82,26,D
176,78.5,12,D
72,79.53,6,C
87,13.55,7,D
77,44.76,21,D
70,82.94,16,C
156,30.27,16,D
195,46.77,15,D
148,27.28,21,D
168,46.36,1,C
122,88.78,29,D
171,45.51,7,D
79,55.59,16,C
157,40.4,12,C
147,46.01,17,C
81,1.52,23,D
128,28.37,27,D
90,43.66,21,D
112,63.38,27,D
72,45.01,9,C
153,33.78,1,D
124,38.81,1,D
97,24.23,26,D
106,92.45,13,C
167,52.17,15,C
149,1.34,6,D
173,1.94,20,D
83,97.3,20,D
56,22.15,23,D
105,80.56,11,B
114,5.83,27,D
96,92.12,22,D
197,87.44,27,D
68,57.11,13,D
195,0.9,24,D
175,25.78,3,D
188,40.68,25,D
98,46.01,3,C
162,29.77,17,D
87,3.29,2,D
113,59.01,0,C
118,52.42,16,C
185,28.3,6,D
165,3.8,29,D
114,99.46,15,C
80,48.2,29,D
181,75.6,4,D
162,45.23,18,C
158,4.32,6,D
118,30.96,13,D
169,32.01,1,D
137,83.84,2,A
116,65.42,16,C
124,27.54,15,D
94,96.77,7,B
53,32.15,17,D
156,99.82,14,C
100,99.62,6,B
99,19.12,26,D
55,31.27,8,D
108,48.6,5,C
174,66.41,17,D
192,52.8,17,D
79,96.94,24,D
171,72.4,25,D
174,21.2,23,D
86,10.51,13,D
173,68.84,13,D
150,15.85,13,D
84,78.77,24,D
136,31.1,3,D
183,32.69,3,D
67,1.08,14,D
162,70.1,14,C
78,11.33,17,D
126,77.29,13,C
108,49.19,25,D
175,78.43,0,D
194,58.39,9,D
158,8.24,28,D
71,76.57,19,C
117,6.98,9,D
118,47.87,9,C
98,17.23,26,D
190,75.23,23,D
158,91.16,1,B
135,55.41,28,D
102,52.71,27,D
172,76.4,26,D
136,0.51,7,D
180,91.78,0,D
91,19.74,30,D
147,98.41,0,A
158,73.63,3,B
100,77.43,6,B
134,65.62,8,B
176,47.17,15,D
70,57.16,4,C
93,4.64,1,D
188,62.4,27,D
152,62.61,22,D
117,89.12,10,B
178,50.57,17,D
141,7.71,24,D
73,30.62,24,D
174,65.56,18,D
190,23.93,12,D
160,28.05,23,D
147,82.05,10,B
188,58.43,19,D
66,50.85,18,D
148,31.85,16,D
131,73.09,4,B
153,28.77,12,D
68,73.71,29,D
134,7.01,26,D
57,86.45,19,D
77,49.96,0,C
54,43.85,9,D
194,61.1,7,D
150,62.42,23,D
167,13.2,28,D
196,75.62,7,D
113,27.59,18,D
140,90.5,5,B
166,81.79,11,C
147,34.63,27,D
60,80.77,6,D
103,35.64,15,D
96,10.09,8,D
189,96.19,20,D
198,65.26,24,D
188,45.61,21,D
54,39.78,9,D
69,32.47,9,D
95,98.14,9,B
61,13.47,19,D
119,31.48,28,D
66,48.55,15,D
164,47.8,0,C
196,47.14,16,D
97,17.58,29,D
157,14.49,25,D
101,25.48,20,D
145,91.45,28,D
119,11.31,13,D
151,75.74,18,C
124,75.75,20,D
200,80.98,20,D
192,88.66,16,D
131,26.3,13,D
141,22.46,7,D
53,46.55,20,D
184,26.51,20,D
158,73.43,8,B
97,63.59,7,B
122,87.5,12,C
121,8.27,16,D
165,91.51,18,C
130,29.33,27,D
130,49.07,6,C
162,43.86,16,C
145,76.03,0,B
121,42.03,4,C
196,94.36,24,D
112,90.25,5,B
87,87.22,25,D
116,7.13,1,D
118,85.43,26,D
62,78.16,24,D
80,10.35,15,D
163,10.74,21,D
71,10.12,4,D
142,1.13,4,D
116,54.86,30,D
103,97.34,11,B
187,43.87,2,D
91,54.08,29,D
113,96.8,15,C
175,25.52,5,D
70,85.85,14,C
84,54.64,14,C
79,56.95,28,D
106,34.32,15,D
96,56.16,19,C
68,7.31,12,D
163,76.46,11,C
57,28.47,9,D
75,88.76,13,C
162,36.79,30,D
120,14.28,1,D
79,69.59,28,D
184,16.46,2,D
116,75.37,8,B
114,96.81,10,B
85,77.96,10,C
74,2.24,24,D
86,59.99,21,D
50,69.54,9,D
192,82.55,25,D
86,5.6,13,D
190,48.01,8,D
185,53.54,19,D
182,16.91,26,D
177,32.24,20,D
176,44.02,9,D
50,83.32,21,D
84,92.94,28,D
153,62.84,30,D
72,39.49,8,D
58,25.4,28,D
83,98.21,4,C
177,98.3,7,D
53,92.5,10,D
151,78.57,0,B
124,32.58,20,D
148,81.7,9,B
121,40.88,0,C
52,32.68,25,D
191,74.49,29,D
83,7.97,21,D
94,4.86,6,D
110,44.8,27,D
132,44.56,13,C
172,89.56,4,D
151,12.62,16,D
65,12.33,21,D
115,14.75,25,D
194,2.97,20,D
168,7.17,5,D
173,65.99,15,D
193,43.16,10,D
151,76.36,9,B
115,99.26,14,C
62,65.9,6,D
160,5.05,22,D
83,10.46,1,D
88,88.1,30,D
185,52.75,11,D
169,82.48,18,C
175,85.66,11,D
104,92.77,15,C
76,94.98,5,C
167,55.48,2,C
102,34.1,1,D
88,96.19,19,C
114,54.74,4,C
194,6.43,10,D
62,64.28,25,D
70,58.77,24,D
196,89.58,2,D
102,65.32,2,B
68,34.91,21,D
106,96.62,4,B
74,80.16,21,D
80,63.04,22,D
130,29.29,10,D
72,37.35,2,D
81,67.0,30,D
123,7.2,12,D
59,25.67,20,D
103,71.39,7,B
101,48.0,19,C
197,40.24,9,D
163,15.15,1,D
63,44.18,3,D
159,77.07,17,C
102,26.4,18,D
128,0.54,3,D
71,66.85,19,C
79,97.26,25,D
53,60.68,8,D
108,11.99,15,D
57,32.07,25,D
61,86.76,5,D
168,23.26,24,D
83,60.77,3,C
131,40.27,8,C
147,20.78,26,D
176,81.34,12,D
124,74.28,8,B
154,66.16,5,B
98,23.63,20,D
128,9.79,18,D
142,57.62,13,C
67,55.37,30,D
145,18.84,20,D
87,5.62,14,D
136,8.07,2,D
137,99.28,4,A
99,78.36,20,D
57,92.2,17,D
183,19.51,13,D
118,96.06,15,C
170,14.27,13,D
113,50.91,8,C
188,82.97,14,D
170,34.98,6,D
114,42.48,13,C
156,12.82,5,D
196,12.29,20,D
186,61.96,14,D
149,67.55,19,C
131,77.73,7,B
192,55.67,1,D
100,64.58,7,B
190,1.35,0,D
132,16.22,25,D
161,98.49,16,C
105,7.6,18,D
194,67.88,4,D
109,17.61,29,D
169,71.67,21,D
187,70.6,19,D
72,23.42,15,D
198,26.96,6,D
62,65.48,6,D
150,39.01,17,D
73,19.45,17,D
157,73.17,1,B
60,15.41,14,D
66,85.56,13,D
74,51.47,30,D
143,10.57,17,D
70,69.41,28,D
133,51.92,8,C
189,29.81,13,D
86,42.25,4,C
91,29.83,10,D
194,26.3,7,D
150,16.36,4,D
97,36.28,28,D
152,25.1,10,D
77,68.34,4,C
90,68.39,16,C
148,50.18,21,D
96,77.79,3,B
195,84.13,14,D
154,57.98,18,C
173,61.89,21,D
62,28.29,1,D
190,89.49,23,D
149,2.42,16,D
80,34.86,11,D
179,72.18,24,D
65,8.01,23,D
186,18.32,16,D
122,58.93,9,C
103,56.0,27,D
149,73.89,30,D
158,81.26,24,D
136,12.86,17,D
186,1.84,18,D
57,68.96,17,D
56,30.14,12,D
85,62.6,13,C
67,15.05,23,D
52,46.9,15,D
77,50.44,17,C
119,58.51,25,D
198,51.32,17,D
77,49.57,15,C
103,33.27,30,D
114,7.12,16,D
149,8.95,6,D
70,43.38,11,C
62,35.58,1,D
106,51.61,9,C
98,30.48,4,D
167,68.79,20,D
103,86.4,2,B
187,29.89,18,D
102,19.3,12,D
93,11.62,11,D
96,61.63,2,B
102,44.39,5,C
123,18.8,13,D
95,65.31,3,B
62,14.85,12,D
151,55.43,18,C
73,52.71,17,C
51,73.42,28,D
130,5.51,2,D
149,88.79,19,C
191,70.3,5,D
187,21.61,15,D
180,18.34,19,D
160,43.17,23,D
151,81.76,2,B
66,84.29,11,D
61,52.05,18,D
165,86.08,18,C
73,0.54,23,D
78,3.52,3,D
171,91.18,0,D
139,77.53,1,B
114,45.07,12,C
133,75.36,29,D
168,95.56,25,D
65,77.21,28,D
153,84.24,12,C
141,76.06,29,D
76,16.82,1,D
183,83.36,29,D
184,19.51,18,D
82,89.26,21,D
104,45.86,23,D
56,67.7,15,D
106,49.72,11,C
175,9.4,0,D
61,29.07,8,D
65,98.37,16,D
92,96.07,9,B
166,32.05,17,D
184,99.63,18,D
160,84.56,6,B
100,61.1,24,D
124,4.01,18,D
57,90.14,23,D
94,55.74,14,C
108,86.85,8,B
181,83.44,9,D
153,83.3,22,D
147,69.82,19,C
128,29.14,19,D
173,33.62,3,D
53,30.85,5,D
139,2.0,3,D
153,58.26,4,C
186,69.88,8,D
168,85.39,11,C
182,14.02,22,D
105,54.42,7,C
145,0.8,20,D
124,9.51,4,D
192,5.42,28,D
81,72.55,10,C
77,8.11,22,D
71,71.65,10,C
66,24.96,12,D
108,87.77,13,C
139,81.31,27,D
155,95.78,7,B
75,88.38,24,D
74,93.33,30,D
187,85.87,29,D
94,69.34,17,C
132,17.03,18,D
60,27.17,11,D
153,21.27,11,D
117,60.36,17,C
144,50.36,9,C
114,86.71,6,B
98,95.27,27,D
101,40.49,17,C
151,50.64,11,C
106,97.15,13,C
96,27.62,14,D
75,79.24,15,C
163,22.52,1,D
54,68.15,29,D
133,25.36,29,D
101,88.37,17,C
154,56.15,30,D
103,18.59,11,D
64,22.44,15,D
110,49.38,12,C
171,96.16,19,D
70,76.96,16,C
95,48.83,17,C
183,33.77,2,D
87,54.93,22,D
111,74.84,9,B
135,78.39,0,B
127,32.46,5,D
95,72.12,2,B
190,65.78,18,D
52,95.91,3,D
55,93.11,28,D
142,78.94,19,C
57,72.34,22,D
157,27.4,2,D
124,84.6,7,B
126,42.75,7,C
99,27.22,26,D
60,38.42,28,D
144,83.59,6,B
119,14.86,1,D
65,45.62,20,D
117,49.24,5,C
148,3.66,27,D
97,19.57,15,D
113,82.67,9,B
139,83.08,3,A
125,29.24,12,D
188,87.49,9,D
150,77.18,20,D
138,41.79,13,C
67,74.84,8,D
68,96.13,10,D
104,45.9,22,D
151,23.84,17,D
167,94.18,10,C
183,60.37,16,D
53,10.53,1,D
157,57.27,2,C
164,50.06,10,C
78,85.56,17,C
108,53.07,26,D
174,25.52,2,D
147,67.56,25,D
66,54.26,14,D
156,23.3,10,D
92,57.36,10,C
129,82.15,30,D
57,2.86,27,D
190,63.09,29,D
155,34.96,27,D
57,29.27,24,D
145,39.26,19,D
143,34.2,27,D
114,83.22,24,D
88,27.48,10,D
130,73.32,18,C
133,9.41,27,D
137,95.14,0,A
135,62.23,26,D
142,70.67,4,B
135,29.8,9,D
93,41.21,9,C
186,22.38,13,D
123,93.25,1,A
85,48.81,3,C
150,63.04,1,B
153,73.43,17,C
115,37.11,12,D
104,72.01,18,C
140,67.6,4,B
71,70.57,19,C
150,48.92,1,C
170,38.29,30,D
142,22.21,10,D
157,82.46,29,D
190,60.84,29,D
59,44.44,25,D
58,94.4,17,D
83,4.78,29,D
178,85.02,5,D
138,99.76,22,D
142,88.69,27,D
120,81.04,9,B
116,37.43,21,D
197,23.13,22,D
166,73.49,16,C
143,30.46,21,D
148,17.6,10,D
162,78.65,18,C
152,31.25,16,D
140,91.44,23,D
139,84.06,3,A
66,84.76,25,D
67,77.16,23,D
165,88.09,25,D
142,80.57,13,C
140,60.25,26,D
131,29.58,19,D
117,88.82,3,A
163,84.06,27,D
50,47.29,13,D
107,3.91,25,D
158,63.85,3,B
197,5.06,5,D
165,92.63,29,D
136,96.16,8,B
59,18.95,20,D
108,67.64,11,B
90,9.23,28,D
154,72.95,25,D
182,34.73,29,D
171,68.11,30,D
194,37.29,7,D
71,14.56,23,D
147,40.61,3,C
117,11.27,30,D
188,57.69,26,D
105,4.1,25,D
198,52.73,24,D
148,88.64,24,D
125,83.79,4,A
75,88.28,5,C
164,92.2,4,C
196,10.45,18,D
158,12.87,26,D
96,55.7,7,C
120,89.4,8,B
89,97.43,14,C
182,4.63,3,D
198,35.58,24,D
181,21.29,8,D
72,75.6,6,C
155,64.02,7,B
133,11.99,14,D
192,48.35,18,D
165,68.54,14,C
158,77.9,4,B
185,2.01,18,D
90,89.05,6,B
161,56.93,5,C
196,81.19,26,D
161,80.79,18,C
152,18.99,24,D
95,11.02,27,D
117,72.13,16,C
171,15.64,9,D
64,84.99,18,D
178,72.62,30,D
160,84.18,30,D
73,29.9,30,D
76,31.66,10,D
89,67.12,14,C
73,3.14,9,D
73,72.65,10,C
53,83.58,22,D
116,41.52,2,C
83,76.49,29,D
165,17.46,2,D
72,32.23,17,D
158,97.43,24,D
118,98.63,10,B
144,51.26,19,C
111,93.43,25,D
106,52.27,28,D
103,29.16,21,D
119,26.69,17,D
150,92.95,24,D
106,17.24,14,D
187,57.96,6,D
184,55.55,9,D
152,73.96,20,D
134,49.92,22,D
110,27.23,29,D
52,16.94,19,D
177,62.08,28,D
135,71.9,9,B
96,56.95,12,C
125,73.84,14,C
87,14.15,22,D
190,88.25,17,D
136,58.24,22,D
107,12.68,30,D
99,46.19,3,C
79,84.48,19,C
150,89.76,16,C
74,26.46,27,D
161,71.13,2,C
175,10.0,20,D
172,3.35,20,D
96,56.04,1,C
167,69.48,3,C
88,79.58,0,C
65,34.02,14,D
71,0.65,24,D
103,47.95,0,C
198,1.59,5,D
65,9.2,6,D
108,32.67,18,D
80,43.72,11,C
81,27.95,30,D
58,58.19,0,D
188,5.53,6,D
59,14.46,18,D
66,69.53,12,D
117,14.21,25,D
97,63.98,11,B
160,5.47,11,D
172,40.74,21,D
198,17.74,12,D
150,10.96,27,D
151,56.7,13,C
114,92.83,21,D
100,5.48,29,D
85,42.16,11,C
130,70.75,19,C
176,46.27,11,D
137,80.65,26,D
153,17.96,5,D
64,95.96,26,D
145,38.52,9,D
172,34.16,19,D
50,87.46,30,D
200,56.39,28,D
171,51.64,23,D
175,72.7,8,D
106,57.98,1,C
130,16.25,6,D
122,67.42,8,B
190,13.35,24,D
119,80.59,11,B
55,98.97,4,D
133,37.74,0,D
101,44.48,21,D
52,4.64,14,D
130,1.37,7,D
112,92.14,0,A
98,12.86,17,D
125,44.58,12,C
161,81.54,28,D
158,88.93,0,B
114,51.94,4,C
130,56.5,17,C
64,66.97,15,D
149,96.14,30,D
81,60.27,25,D
145,55.95,9,C
177,1.45,29,D
195,8.09,3,D
162,57.72,0,C
132,93.62,22,D
92,86.67,7,B
165,98.26,4,C
127,52.78,1,C
107,78.79,23,D
82,84.04,16,C
63,64.8,30,D
181,33.87,6,D
108,47.0,16,C
132,85.79,27,D
183,29.85,5,D
170,92.37,28,D
132,22.98,21,D
76,74.95,14,C
129,63.06,4,B
183,74.96,14,D
62,43.73,17,D
113,93.26,17,C
196,63.25,24,D
129,28.83,20,D
172,63.85,20,D
92,28.68,22,D
138,29.36,5,D
197,39.96,1,D
144,85.24,26,D
200,50.03,16,D
51,67.89,20,D
169,39.2,3,D
71,26.36,11,D
164,95.46,18,C
106,60.36,1,B
121,93.4,25,D
56,20.34,1,D
168,14.69,13,D
163,85.58,14,C
65,68.09,19,D
132,18.66,1,D
121,26.94,3,D
173,80.07,18,D
162,45.39,8,C
61,67.05,6,D
175,31.84,29,D
102,38.12,12,D
124,99.07,26,D
182,24.76,30,D
76,50.65,11,C
189,84.44,2,D
194,23.92,12,D
183,41.52,14,D
146,61.51,13,C
54,48.12,23,D
106,45.95,8,C
127,36.25,12,D
118,58.66,22,D
167,62.44,21,D
169,65.33,3,C
108,7.04,20,D
82,63.1,7,C
111,95.32,2,A
99,54.1,1,C
161,71.53,18,C
68,55.67,27,D
172,85.47,22,D
96,92.96,7,B
82,18.42,16,D
190,43.69,12,D
133,39.24,6,D
184,40.52,8,D
128,12.55,11,D
63,81.36,28,D
196,3.58,13,D
177,52.82,13,D
103,66.19,14,C
197,20.75,2,D
78,90.59,14,C
73,83.85,18,C
131,47.11,23,D
112,41.11,19,C
154,23.66,13,D
106,73.0,7,B
185,13.17,4,D
111,68.02,29,D
66,84.25,18,D
115,22.85,30,D
55,86.64,3,D
107,3.33,13,D
118,91.28,15,C
111,11.84,19,D
131,64.58,23,D
120,25.01,5,D
180,83.66,22,D
59,51.23,24,D
147,13.52,30,D
138,57.1,5,C
84,40.79,2,C
51,66.14,14,D
173,88.19,28,D
73,40.94,2,C
123,28.99,10,D
71,1.45,2,D
88,57.48,27,D
69,40.23,9,D
90,37.46,17,D
197,18.29,0,D
157,43.01,15,C
196,98.44,15,D
133,29.78,26,D
160,59.97,9,C
115,77.65,0,B
102,74.92,3,B
83,32.88,2,D
199,61.09,4,D
116,87.13,11,B
183,1.54,24,D
76,43.57,11,C
59,22.43,12,D
122,38.86,23,D
145,41.6,11,C
97,74.67,24,D
119,9.38,15,D
149,51.26,12,C
108,56.42,4,C
51,49.42,23,D
114,73.19,3,B
132,38.38,20,D
59,94.5,14,D
102,48.18,11,C
128,57.12,18,C
108,82.55,20,D
199,27.52,27,D
97,7.52,18,D
198,70.78,20,D
172,48.3,10,D
71,89.65,29,D
149,98.27,20,D
147,39.91,5,D
74,41.54,8,C
77,40.8,0,C
162,32.46,11,D
94,78.17,25,D
117,75.9,13,C
56,47.86,5,D
98,4.47,0,D
186,30.96,21,D
132,29.23,1,D
178,81.11,23,D
187,8.76,10,D
122,80.57,2,A
95,66.92,9,B
155,73.24,29,D
81,43.22,5,C
55,67.97,5,D
194,60.9,30,D
123,76.9,19,C
163,44.68,20,D
76,47.28,1,C
103,64.36,25,D
134,10.81,30,D
176,43.62,25,D
160,97.2,23,D
64,3.76,9,D
181,31.6,22,D
142,31.41,25,D
172,63.35,5,D
122,10.58,22,D
196,62.85,27,D
141,9.5,16,D
66,9.5,29,D
92,72.82,13,C
170,32.41,4,D
90,97.74,22,D
88,3.74,16,D
162,44.51,1,C
200,11.31,8,D
160,35.14,11,D
96,99.82,18,C
112,88.88,21,D
159,4.83,30,D
118,56.33,6,C
92,64.78,8,B
83,20.95,20,D
89,14.51,15,D
110,90.44,19,C
111,96.88,10,B
107,99.19,11,B
124,78.98,14,C
65,66.35,17,D
131,34.57,18,D
143,17.14,15,D
97,7.9,14,D
187,69.33,4,D
131,78.47,10,B
87,82.65,14,C
176,91.38,28,D
68,87.99,17,D
112,99.97,12,C
126,24.41,3,D
180,76.33,16,D
151,58.65,3,C
114,26.12,15,D
169,98.19,22,D
140,89.79,14,C
57,12.85,13,D
122,2.62,11,D
183,68.83,2,D
156,60.41,9,B
138,93.58,7,B
88,23.4,5,D
162,8.44,21,D
77,25.92,13,D
146,1.89,30,D
86,3.59,16,D
186,91.49,20,D
131,35.2,18,D
105,41.08,15,C
134,1.84,14,D
51,27.05,25,D
107,80.47,14,C
156,61.55,0,B
172,75.38,23,D
163,44.72,22,D
156,30.97,22,D
86,48.28,11,C
128,32.31,9,D
141,83.9,13,C
67,29.77,9,D
147,65.98,9,B
112,13.7,19,D
199,68.69,28,D
188,91.33,30,D
53,60.86,10,D
184,55.99,21,D
110,96.11,15,C
156,62.74,28,D
103,25.96,8,D
137,29.24,14,D
117,70.53,13,C
178,73.54,18,D
104,30.35,30,D
52,34.53,8,D
170,99.11,3,C
178,10.2,20,D
151,40.46,6,C
87,6.24,21,D
134,82.11,25,D
182,9.23,7,D
141,67.4,23,D
70,5.65,7,D
158,67.29,18,C
96,84.3,14,C
133,39.88,15,D
132,52.21,29,D
84,40.15,25,D
118,30.05,21,D
178,80.33,22,D
189,27.2,8,D
76,72.29,25,D
105,20.62,25,D
72,24.99,29,D
70,33.65,11,D
110,58.92,30,D
112,45.44,15,C
171,74.51,3,D
101,21.36,4,D
137,1.07,7,D
104,77.66,0,B
95,82.16,27,D
81,5.95,5,D
104,61.09,14,C
145,37.82,3,D
182,79.39,20,D
85,87.44,10,C
159,85.1,4,B
155,77.72,17,C
107,26.91,23,D
88,81.19,14,C
129,53.35,17,C
146,5.28,19,D
162,45.69,27,D
110,94.22,12,C
186,88.79,4,D
55,10.23,29,D
158,74.41,0,B
84,80.58,21,D
88,27.14,17,D
199,47.16,13,D
167,71.1,4,C
54,43.9,30,D
136,11.28,5,D
125,70.59,26,D
106,91.16,23,D
176,65.25,24,D
78,77.38,28,D
136,35.84,30,D
190,18.32,27,D
95,64.28,15,C
165,32.78,21,D
161,86.01,20,D
200,12.26,11,D
94,43.35,19,C
194,39.67,17,D
153,93.81,1,B
134,15.31,22,D
183,0.98,20,D
157,23.81,22,D
67,82.03,12,D
143,20.93,26,D
199,24.09,16,D
82,12.99,16,D
175,71.54,15,D
171,6.92,20,D
187,33.12,17,D
164,28.25,7,D
77,55.52,29,D
60,73.04,30,D
96,53.29,2,C
176,93.1,16,D
196,95.14,28,D
167,36.15,17,D
192,77.77,25,D
175,73.88,25,D
121,89.3,22,D
156,44.79,5,C
186,53.05,27,D
82,41.58,7,C
68,85.04,22,D
123,22.97,29,D
147,23.97,25,D
190,37.26,12,D
178,23.03,7,D
142,56.1,18,C
97,13.45,5,D
113,32.02,28,D
110,91.34,22,D
88,40.92,14,C
177,74.82,9,D
137,11.35,26,D
75,24.76,16,D
66,80.73,0,D
120,76.3,6,B
62,38.62,28,D
118,95.44,26,D
75,91.06,12,C
98,96.23,2,B
56,42.79,18,D
107,19.75,14,D
98,62.67,4,B
152,68.48,30,D
102,12.54,10,D
111,78.65,21,D
66,1.81,17,D
74,48.27,2,C
180,33.1,5,D
78,74.03,2,C
166,31.28,29,D
75,82.68,4,C
173,59.5,8,D
193,79.39,27,D
74,98.93,18,C
103,67.92,27,D
122,98.5,26,D
169,2.88,12,D
105,33.81,28,D
114,10.79,5,D
142,26.23,10,D
135,83.89,20,D
129,3.23,20,D
157,52.02,26,D
167,56.71,29,D
132,56.12,13,C
196,47.53,5,D
64,79.06,5,D
180,13.35,16,D
188,31.06,10,D
79,61.57,14,C
106,69.1,8,B
195,40.41,20,D
177,87.54,16,D
97,41.55,23,D
185,40.28,6,D
71,3.62,6,D
55,55.11,30,D
153,70.87,29,D
85,11.44,20,D
128,30.54,0,D
165,78.13,24,D
106,36.59,26,D
98,24.16,24,D
131,67.22,7,B
115,19.68,4,D
126,89.57,29,D
94,10.56,18,D
128,70.65,7,B
69,49.95,16,D
172,86.99,18,D
116,12.62,11,D
132,67.79,26,D
52,57.21,22,D
113,48.01,29,D
89,49.14,14,C
108,72.2,3,B
111,93.77,22,D
181,9.13,11,D
109,1.95,26,D
165,80.57,12,C
124,10.82,13,D
171,98.67,4,D
156,61.93,21,D
145,65.09,15,C
140,19.89,29,D
179,24.03,6,D
111,65.94,14,C
98,90.97,12,C
186,98.24,25,D
141,19.8,15,D
173,13.41,11,D
110,5.64,6,D
97,86.83,15,C
185,29.47,22,D
107,0.18,22,D
150,22.38,26,D
161,34.04,12,D
111,99.1,28,D
88,52.35,22,D
107,20.47,2,D
148,33.48,14,D
93,33.03,27,D
78,1.97,2,D
108,13.52,6,D
120,69.52,29,D
141,12.03,17,D
58,23.07,13,D
176,35.07,17,D
183,75.77,18,D
194,58.24,13,D
193,68.9,19,D
180,56.7,5,D
70,68.36,28,D
113,0.28,7,D
139,93.09,25,D
85,11.09,25,D
111,40.62,6,C
125,77.1,19,C
62,43.52,17,D
60,94.68,17,D
103,46.76,14,C
65,87.49,19,D
57,81.08,21,D
153,98.1,18,C
108,92.65,21,D
106,89.81,20,D
89,73.16,20,D
179,36.7,1,D
143,10.61,7,D
187,68.86,20,D
93,97.87,10,B
188,72.66,17,D
129,92.87,22,D
130,80.43,12,C
51,16.31,30,D
189,24.92,8,D
164,34.19,8,D
139,16.83,16,D
72,58.17,6,C
195,97.55,8,D
111,76.15,21,D
162,42.34,0,C
177,0.45,1,D
111,31.33,3,D
87,52.68,13,C
110,32.43,3,D
178,11.1,1,D
198,44.28,7,D
171,25.33,17,D
159,90.92,18,C
62,10.18,13,D
149,4.92,19,D
184,0.53,24,D
71,32.81,9,D
123,66.04,16,C
181,73.04,7,D
72,45.33,27,D
168,68.43,30,D
119,35.99,13,D
133,66.78,20,D
150,4.06,22,D
133,39.08,7,D
77,79.08,30,D
185,80.3,4,D
50,71.61,15,D
112,20.42,7,D
71,24.72,9,D
119,99.61,26,D
174,10.34,7,D
198,18.07,8,D
145,13.0,17,D
128,32.77,2,D
54,21.02,16,D
109,49.77,19,C
169,47.6,14,C
95,90.15,30,D
183,3.47,20,D
105,31.99,26,D
159,59.67,16,C
153,60.48,7,B
126,48.01,1,C
195,81.57,16,D
51,6.27,17,D
57,81.55,30,D
124,49.48,28,D
174,13.38,4,D
87,88.57,8,C
76,64.92,8,C
69,16.35,1,D
189,3.36,1,D
92,14.11,18,D
80,60.88,22,D
140,17.93,26,D
110,22.58,2,D
158,2.51,16,D
140,72.29,13,C
144,81.04,13,C
192,79.68,13,D
193,12.76,5,D
62,90.33,2,D
162,67.23,0,C
84,89.75,29,D
198,44.72,15,D
97,43.7,28,D
84,78.45,3,C
135,9.33,28,D
163,52.09,0,C
149,83.64,16,C
148,83.02,27,D
52,95.61,17,D
134,69.83,25,D
174,20.78,7,D
187,2.03,1,D
132,47.94,26,D
74,51.37,17,C
117,24.03,30,D
110,12.47,26,D
78,58.62,26,D
176,76.43,15,D
68,99.32,25,D
123,75.83,9,B
110,79.36,7,B
69,61.65,11,D
97,98.59,21,D
136,64.0,15,C
188,86.03,11,D
159,94.58,10,B
77,92.99,19,C
108,38.14,18,D
182,7.87,0,D
100,17.19,26,D
198,5.92,2,D
61,10.54,11,D
99,18.47,29,D
181,34.11,8,D
162,54.35,20,D
63,71.17,28,D
81,21.09,21,D
188,67.25,4,D
195,70.43,0,D
104,55.86,9,C
169,90.36,16,C
124,11.1,3,D
70,17.71,14,D
182,42.87,18,D
136,12.67,26,D
108,56.63,7,C
138,39.84,27,D
199,28.46,27,D
132,17.0,22,D
114,33.53,14,D
113,60.8,26,D
120,57.58,30,D
53,16.36,6,D
192,12.49,14,D
153,2.67,7,D
199,1.24,29,D
142,87.98,25,D
191,4.51,22,D
197,73.12,9,D
161,87.2,17,C
168,9.81,3,D
108,43.63,14,C
92,96.23,10,B
61,83.41,21,D
89,48.97,2,C
167,76.26,14,C
69,83.34,2,D
180,34.8,14,D
139,89.22,5,B
143,47.05,0,C
62,52.78,13,D
115,99.97,15,C
86,84.33,0,C
115,36.18,20,D
85,1.03,16,D
75,62.62,25,D
124,70.39,7,B
157,65.08,17,C
92,96.79,15,C
199,86.3,5,D
197,44.88,9,D
57,6.29,9,D
78,47.61,4,C
89,68.92,25,D
177,60.77,27,D
133,53.81,11,C
165,46.88,19,C
193,29.38,16,D
111,27.73,13,D
56,50.02,13,D
94,16.06,2,D
137,34.07,28,D
122,32.4,11,D
86,58.71,19,C
168,6.67,17,D
106,82.97,11,B
57,56.24,1,D
144,67.08,1,B
166,70.31,26,D
159,29.15,16,D
69,47.04,9,D
173,95.62,17,D
102,76.67,21,D
168,96.96,18,C
61,74.63,25,D
66,17.56,20,D
113,6.45,0,D
91,57.77,23,D
143,35.78,28,D
196,27.55,3,D
60,80.72,24,D
147,36.7,3,D
120,31.7,29,D
157,85.0,30,D
107,84.63,30,D
83,35.64,30,D
69,83.25,1,D
99,85.08,18,C
151,42.39,20,D
187,6.65,11,D
101,0.16,9,D
64,52.33,30,D
133,34.41,12,D
180,99.71,28,D
86,77.24,29,D
175,76.13,21,D
89,95.52,22,D
121,88.77,19,C
89,31.82,22,D
105,16.6,14,D
200,74.59,25,D
153,37.83,2,D
188,47.32,22,D
159,63.04,19,C
185,90.79,28,D
142,41.91,12,C
143,78.33,7,B
105,26.83,24,D
109,69.8,6,B
187,0.16,23,D
88,87.15,7,C
77,3.04,17,D
98,71.28,8,B
